name,role,country,state,city,industries,sectors,stages,department,ministry,id,email,phone,image,description,budget,type,portfolios,contacts,badges
Centre for Cellular and Molecular Platforms ,GovernmentBody,India,Karnataka,Bengaluru,Education Green Technology Healthcare & Lifesciences Social Impact Agriculture Others Biotechnology,Education Technology Skill Development Others Waste Management Clean Tech Others Medical Devices Biomedical Health & Wellness Pharmaceutical Biotechnology Healthcare Services Healthcare IT Healthcare Technology Others Others Dairy Farming Organic Agriculture Agri-Tech Food Processing Others Others Others,,Department of Biotechnology,Ministry of Science & Technology,5def6932e4b04e0095279e30,XXXXXXX@gmail.com,0,8d8f3c5a-62d3-4a10-8d57-da677964cdca.png,"[Centre for Cellular And Molecular Platforms(C-CAMP)](http://www.ccamp.res.in/) is an initiative of Dept of Biotechnology,Ministry of Science and Technology, Govt. of India, with a mandate to be anenabler of cutting edge Life Science Research and Innovation. C-CAMP is also amember of the Bangalore Life Sciences Cluster (BLiSC). We facilitateBioscience Research and Entrepreneurship by providing Research, Development,Training and Services in state-of-the-art Technology Platforms. To know moreabout our technology platforms [click here](http://www.ccamp.res.in/facility).As a part C-CAMP's mandate of promoting entrepreneurship and innovation,C-CAMP has created and fostered an entrepreneur-friendly culture in and aroundAcademic/Research environment through its involvement in Seed Funding Schemesfor Startups, Entrepreneur Mentorship program and Bio-Incubation facility. Toknow more about our innovation and enterpreneurship programs [clickhere](http://www.ccamp.res.in/innovation).",,,,"[{'firstName': 'Dr Taslimarif ', 'lastName': 'Saiyed', 'designation': 'CEO and Director ', 'emailId': 'taslim@ccamp.res.in', 'mobileNumber': '9886922691', 'landlineNumber': '08067185100', 'website': 'www.ccamp.res.in', 'socialMediaAccountURL': None}]",[]
National Health Auhtority,GovernmentBody,India,Delhi,New Delhi,Healthcare & Lifesciences,Medical Devices Biomedical Health & Wellness Biotechnology Healthcare Services Healthcare IT Healthcare Technology Others,,Dept. of Indian Systems of Medicines & Homeopathy,Ministry of Health & Family Welfare,5d6f9e0ae4b0fad8ed6ba218,XXXXXXX@gmail.com,0,2b5e1726-0d80-4f88-886f-cea14f11c524.png,"National Health Authority is the apex body responsible for implementingIndiaâ€™s flagship public health insurance/assurance scheme â€˜Ayushman BharatPradhan Mantri Jan Arogya Yojanaâ€™. National Health Authority is the successorof National Health Agency, which was functioning as a registered society since23rd May, 2018. Pursuant to Cabinet decision for full functional autonomy,National Health Agency was reconstituted as the National Health Authority on2nd January 2019, under Gazette Notification Registered No. DL â€“(N)04/0007/2003-18.  NHA has been set-up to implement the PM-JAY at the national level. An attachedoffice of the Ministry of health and Family Welfare with full functionalautonomy, NHA is governed by a Governing Board chaired by the Union Ministerfor Health and Family Welfare. Chief Executive Officer (CEO), an officer inthe rank of Secretary to the Government of India manages its affairs. The CEOis the Ex-Office Member Secretary to the Governing Board. To implement thescheme in the State, State Health Agencies (SHAs) in the form of asociety/trust have been set up by the States. SHAs have full operationalautonomy over implementation of the scheme in the State including extendingthe coverage to non SECC beneficiaries.",,,,"[{'firstName': 'Anushree', 'lastName': 'Goel', 'designation': 'OSD to CEO', 'emailId': 'sgc@nhaindia.in', 'mobileNumber': '1800111565', 'landlineNumber': '23468900', 'website': 'https://pmjay.gov.in/', 'socialMediaAccountURL': None}]",[]
"Department of Information Technology Electronics & Communication, Haryana",GovernmentBody,India,Haryana,Panchkula,IT Services,IT Consulting BPO KPO Web Development Product Development Application Development Testing IT Management Project Management Others,,Department of Electronics and Information Technology (DeitY),Ministry of Electronics and Information Technology,5d25c47be4b0ac4d036ef385,XXXXXXX@gmail.com,0,,Startup Haryana,,,,"[{'firstName': 'NITIN ', 'lastName': 'BANSAL', 'designation': 'CTO', 'emailId': 'nitinbansal.it@gmail.com', 'mobileNumber': '12345', 'landlineNumber': '01722700580', 'website': None, 'socialMediaAccountURL': None}]",[]
BIRAC,GovernmentBody,India,Delhi,New Delhi,Renewable Energy Healthcare & Lifesciences Agriculture,Renewable Solar Energy Renewable Wind Energy Renewable Nuclear Energy Renewable Energy Solutions Others Medical Devices Biomedical Health & Wellness Pharmaceutical Biotechnology Healthcare Services Healthcare IT Healthcare Technology Others Dairy Farming Organic Agriculture Agri-Tech Food Processing Others,,Department of Biotechnology,Ministry of Science & Technology,5d1ef7b3e4b0c43c63f3807f,XXXXXXX@gmail.com,0,01de6b52-09d8-49e7-b92a-fed6f21593a7.jpg,"Biotechnology Industry Research Assistance Council (BIRAC) is a not-for-profitSection 8, Schedule B, Public Sector Enterprise, set up by Department ofBiotechnology (DBT), Government of India as an Interface Agency to strengthenand empower the emerging Biotech enterprise to undertake strategic researchand innovation, addressing nationally relevant product development needs.BIRAC is a industry-academia interface and implements its mandate through awide range of impact initiatives, be it providing access to risk capitalthrough targeted funding, technology transfer, IP management and handholdingschemes that help bring innovation excellence to the biotech firms and makethem globally competitive. In its Five years of existence, BIRAC has initiatedseveral schemes, networks and platforms that help to bridge the existing gapsin the industry-academia Innovation research and facilitate novel, highquality affordable products development through cutting edge technologies.BIRAC has initiated partnerships with several national and global partners tocollaborate and deliver the salient features of its mandate.Visionâ€œTo Stimulate, foster and enhance the strategic research and innovationcapabilities of the Indian biotech industry, particularly start-ups and SMEâ€™s,for creation of affordable products addressing the needs of the largestsection of societyâ€Key StrategiesFoster innovation and entrepreneurshipPromote affordable innovation in key social sectorsEmpowerment of start-ups & small and medium enterprisesContribute through partners for capability enhancement and diffusion ofinnovationEnable commercialization of discoveryEnsure global competitiveness of Indian enterprisesBIRACâ€™s Core ValuesIntegrityTransparencyTeam workExcellenceCommitmentBIRACâ€™s aim is to play a transformative and catalytic role in building a US$100 billion Indian bioeconomy. We believe that the agents of change forbuilding the Indian bioeconomy would be biotech start-ups & SMEs & hence ourfocus is on raising their capabilities",,,,"[{'firstName': 'BIRAC', 'lastName': 'BIRAC', 'designation': 'NA', 'emailId': 'birac.dbt@nic.in', 'mobileNumber': '0000000000', 'landlineNumber': '24389600', 'website': 'http://birac.nic.in/index.php', 'socialMediaAccountURL': None}]",[]
Government e Marketplace,GovernmentBody,India,Delhi,New Delhi,IT Services,IT Consulting BPO KPO Web Development Product Development Application Development Testing IT Management Project Management Others,,Department of Commerce,Ministry of Commerce & Industry,5cf0fde5e4b08f8b1a98b790,XXXXXXX@gmail.com,0,f8ebda8d-d37d-470d-90f6-0b12ed9394b3.png,Government e Marketplace is a procurement platform for companies to sell theirproducts and services to the Government Departments.,,,,"[{'firstName': 'Anurag', 'lastName': 'Awasthi', 'designation': 'Product Manager', 'emailId': 'gemstartuprunway@gmail.com', 'mobileNumber': '1234567890', 'landlineNumber': '0112345678', 'website': None, 'socialMediaAccountURL': None}]",[]
Arsalan Ashraf Khan,GovernmentBody,India,Jammu and Kashmir,Srinagar,Others,Others,,Department of Commerce,Ministry of Commerce & Industry,5cde4267e4b08f8b1a962226,XXXXXXX@gmail.com,0,fe303dae-5e99-4594-b20c-6f88905e0cf6.png,"JKEDI has been established by the Government of Jammu and Kashmir in March1997 to effectively enable entrepreneurship development in the state. Theinstitute started its regular activities from February 2004 and has positioneditself as a learning centre par excellence with state of the art regionalcenters across Jammu, Kashmir and Ladakh. Besides, JKEDI Community Organisersare in all of the 22 districts enabling entrepreneurship and promotingdevelopment at the grassroots .",,,,"[{'firstName': 'Arsalan', 'lastName': 'Khan', 'designation': 'IT Manager', 'emailId': 'is.aarian@gmail.com', 'mobileNumber': '07006692458', 'landlineNumber': '1933222410', 'website': 'htttp://www.jkedi.org', 'socialMediaAccountURL': None}]",[]
MSME TECHNOLOGY CENTRE BHOPAL,GovernmentBody,India,Madhya Pradesh,Bhopal,Others,Others,,"Development Commissioner, M,S & M Industries","Ministry of Micro, Small and Medium Enterprises",5c8f510ee4b00fb091d7e2f9,XXXXXXX@gmail.com,0,9747dc5a-2bd7-4ef3-861e-e46d19685f33.png,<http://www.dcmsme.gov.in/tcsp/Program Overview/New TechnologyCentres_tcsp.html>  ,,,,"[{'firstName': 'RANJAN ', 'lastName': 'CHOUDHARY', 'designation': 'Dy General Manager', 'emailId': 'dgmtcbhopal@gmail.com', 'mobileNumber': '9561114806', 'landlineNumber': '07552731043', 'website': None, 'socialMediaAccountURL': None}]",[]
Louise,GovernmentBody,India,Delhi,Delhi,Others,Others,,Consular Passport & Visa Division,Ministry of External Affairs,5c8f3f32e4b00fb091d7e15b,XXXXXXX@gmail.com,0,,<https://www.startupindia.gov.in/content/sih/en/startup-scheme/international/indo-dutch.html>  ,,,,"[{'firstName': 'Louise', 'lastName': 'Pfaltzer', 'designation': 'Netherlands Embassy ', 'emailId': 'louise.pfaltzer@minbuza.nl', 'mobileNumber': '9711617306', 'landlineNumber': '9711617306', 'website': 'https://www.startupindia.gov.in/content/sih/en/startup-scheme/international/indo-dutch.html', 'socialMediaAccountURL': None}]",[]
Suniti Nanda,GovernmentBody,India,Maharashtra,Pune,Finance Technology,Crowdfunding Mobile wallets  Payments Point of Sales Payment Platforms Trading Billing and Invoicing Personal Finance Insurance Advisory Business Finance P2P Lending Bitcoin and Blockchain Microfinance Foreign Exchange Accounting Others,,Department of Electronics and Information Technology (DeitY),Ministry of Electronics and Information Technology,5c8633ebe4b00fb091d69725,XXXXXXX@gmail.com,0,418c4324-af3b-4d94-a043-fcb11e975152.JPG,<https://www.linkedin.com/in/suniti-nanda-67999ba/>  ,,,,"[{'firstName': 'Suniti', 'lastName': 'Nanda', 'designation': 'Fintech Officer', 'emailId': 'fintechofficer.mahait@mahait.org', 'mobileNumber': '9850047908', 'landlineNumber': '02222174600', 'website': 'https://fintech.maharashtra.gov.in/', 'socialMediaAccountURL': None}]",[]
XY,GovernmentBody,India,Delhi,Delhi,Automotive AI Green Technology Education Renewable Energy Healthcare & Lifesciences Internet of Things Marketing Social Impact Robotics,"Auto & Truck Manufacturers Auto, Truck & Motorcycle Parts Electric Vehicles Others Tires & Rubber Products Machine Learning NLP Others Clean Tech Others Waste Management Coaching E-learning Education Technology Others Skill Development Manufacture of Electrical Equipment Manufacture of Machinery and Equipment Others Renewable Energy Solutions Renewable Nuclear Energy Renewable Solar Energy Renewable Wind Energy Biotechnology Health & Wellness Healthcare IT Healthcare Services Healthcare Technology Medical Devices Biomedical Others Pharmaceutical Manufacturing & Warehouse Others Smart Home Wearables Branding Digital Marketing (SEO Automation) Discovery Loyalty Market Research Others Sales Corporate Social Responsibility NGO Others Others Robotics Application Robotics Technology",,Science and Engineering Research Board (SERB),Ministry of Science & Technology,5c51f2d1e4b0ba900e0a9fe5,XXXXXXX@gmail.com,0,,[www.ginsep.co](http://www.ginsep.co),,,,"[{'firstName': 'Julian', 'lastName': 'Zix', 'designation': 'Project Lead', 'emailId': 'julian.zix@deutschestartups.org', 'mobileNumber': '9764903253', 'landlineNumber': '01112341234', 'website': 'https://ginsep.co', 'socialMediaAccountURL': None}]",[]
Central Reserve Police Force (CRPF),GovernmentBody,India,Delhi,New Delhi,Others,Others,,Directorate General of Civil Defence,Ministry of Home Affairs,5c4ab78be4b0ba900e092b33,XXXXXXX@gmail.com,0,2c55fb81-9e1b-4da9-8d12-de89dccd65c3.png,"The mission of the Central Reserve Police Force is to enable the government tomaintain Rule of Law, Public Order and Internal Security effectively andefficiently, to Preserve National Integrity and Promote Social Harmony andDevelopment by upholding supremacy of the Constitution.",,,,"[{'firstName': 'Manas', 'lastName': 'Ranjan', 'designation': 'DIG (Procurement)', 'emailId': 'manas3551@gmail.com', 'mobileNumber': '01124369586', 'landlineNumber': '01124369586', 'website': 'https://www.crpf.gov.in/index.htm', 'socialMediaAccountURL': None}]",[]
National Council for Cement and Building Materials,GovernmentBody,India,Delhi,Delhi,Construction Others,New-age Construction Technologies Construction Materials Others Others,,Department of Industrial Policy & Promotion,Ministry of Commerce & Industry,5c2da8e7e4b0ba900e047bb1,XXXXXXX@gmail.com,0,de83d23b-4fc1-427f-82a3-76c418d12659.jpg,"National Council for Cement and Building Materials (NCB), is the premier bodyunder the administrative control of Ministry of Commerce and Industry, Govt.of India, for technology development, transfer, continuing education andindustrial services for cement and construction industriesNCBâ€™s areas of work span over the entire spectrum of cement manufacturing andusage â€“ starting with geological exploration of raw materials through theprocesses, the machinery, the manufacturing aspects, energy and environmentalconsiderations to the final utilization of materials in actual construction,condition monitoring & rehabilitation of buildings and structures.NCB serves as the nodal agency for providing the Government the necessarysupport for formulation of its policy and planning activities related togrowth and development of cement industry. It is devoted to protect theinterests of consumers of cement and concrete in the country. NCBâ€™sstakeholders are Government, Industry and Society, who perceive NCBâ€™s role asdischarging national responsibility, providing adequate technology support andimproving the quality of life respectively.",,,,"[{'firstName': 'Amit', 'lastName': 'Trivedi', 'designation': 'General Manager', 'emailId': 'nccbm.startup@gmail.com', 'mobileNumber': '9650992091', 'landlineNumber': '01294192375', 'website': None, 'socialMediaAccountURL': None}]",[]
iDEX-DIO,GovernmentBody,India,Delhi,Delhi,Aeronautics Aerospace & Defence AI Analytics Animation AR VR (Augmented + Virtual Reality) Computer Vision Technology Hardware Internet of Things Nanotechnology Robotics Safety Security Solutions Social Network Travel & Tourism Logistics Airport Operations,Drones Others Machine Learning NLP Others Business Intelligence Big Data Data Science Others Others Others Others Embedded Semiconductor Electronics 3d printing Others Smart Home Manufacturing & Warehouse Wearables Others Others Robotics Technology Robotics Application Others Personal Security Others Cyber Security Home Security solutions Others Others Holiday Rentals Hotel Experiential Travel Ticketing Hospitality Facility Management Others Others Others,,Department of Defence Production,Ministry of Defence,5c2b0835e4b0bd844e9534f1,XXXXXXX@gmail.com,0,,iDEX-DIO,,,,"[{'firstName': 'Sanjay ', 'lastName': 'Jaju', 'designation': 'Joint Secretary', 'emailId': 'idexdio@ddpmod.gov.in', 'mobileNumber': '9582725270', 'landlineNumber': '01123015505', 'website': 'www.idex.gov.in', 'socialMediaAccountURL': None}]",[]
Telangana State Innovation Cell (TSIC),GovernmentBody,India,Delhi,Delhi,IT Services,IT Consulting BPO KPO Web Development Product Development Application Development Testing IT Management Project Management Others,,Department of Electronics and Information Technology (DeitY),Ministry of Electronics and Information Technology,5c249b61e4b0bd844e93ecf3,XXXXXXX@gmail.com,0,bef7a6c2-bfe2-450c-afe8-a175fc5f3d5f.jpeg,"he Telangana State Innovation Cell (TSIC) was set up in 2017 under the StateInnovation Policy with a three-fold mandate.  1)To promote the culture of Innovation and Entrepreneurship in the state.  2)To promote Innovation in Government departments and organizations.  3)To build a culture of Innovation from the school stage.  The Innovation Cell is headed by the Chief Innovation Officer, Phanindra Sama(Co-founder, and Ex-CEO of redBus.in). The team includes the CIO along with 6fellows who work towards nurturing young talent, foster Innovation andEntrepreneurship in the State.",,,,"[{'firstName': 'simran', 'lastName': 'mehdiratta', 'designation': 'Innovation Fellow', 'emailId': 'simran.tsic@telangana.gov.in', 'mobileNumber': '9650646565', 'landlineNumber': '9100678543', 'website': None, 'socialMediaAccountURL': None}]",[]
National Research Development Corporation,GovernmentBody,India,Delhi,Delhi,Chemicals Green Technology Food & Beverages Healthcare & Lifesciences Nanotechnology Social Impact,Commodity Chemicals Agricultural Chemicals Specialty Chemicals Diversified Chemicals Others Waste Management Clean Tech Others Food Processing Others Medical Devices Biomedical Health & Wellness Pharmaceutical Biotechnology Healthcare Services Healthcare IT Healthcare Technology Others Others NGO Others,,Department of Scientific and Industrial Research,Ministry of Science & Technology,5bfaee32e4b0c5ac24226ee2,XXXXXXX@gmail.com,0,b47024c1-0cfa-444e-bc06-19e4e73a21ca.jpeg,[www.nrdcindia.com](http://www.nrdcindia.com)  ,,,,"[{'firstName': 'Dr. H.', 'lastName': 'Purushotham', 'designation': 'CMD', 'emailId': 'cmdnrdc@nrdc.in', 'mobileNumber': '9312427592', 'landlineNumber': '01129240401', 'website': 'www.nrdcindia.com', 'socialMediaAccountURL': None}]",[]
Airports Authority of India,GovernmentBody,India,Delhi,Delhi,Others,Others,,Directorate General of Civil Aviation,Ministry of Civil Aviation,5bed36c3e4b0c8853947a6e3,XXXXXXX@gmail.com,0,eb621623-fd2b-4759-ab5d-fe003637db67.png,"Airports Authority of India (AAI) was constituted by an Act of Parliament andcame into being    on 1st April 1995 by merging erstwhile National AirportsAuthority and International Airports    Authority of India. The merger broughtinto existence a single Organization entrusted with the    responsibility ofcreating, upgrading, maintaining and managing civil aviation infrastructureboth    on the ground and air space in the country.    AAI manages 125 airports, which include 18 International Airport, 07 CustomsAirports, 78    Domestic Airports and 26 Civil Enclaves at Defense airfields.AAI provides air navigation services over 2.8 million square nautical miles ofair space. During the year 2013-14, AAI    handled aircraft movement of1536.60 Thousand [International 335.95 & Domestic 1200.65],    Passengershandled 168.91 Million [International 46.62 & Domestic 122.29] and the cargohandled 2279.14 thousand MT [International 1443.04 & Domestic 836.10].  For more details please visit: https://www.aai.aero  ",,,,"[{'firstName': 'Sandeep Kumar', 'lastName': 'Mittal', 'designation': 'SPOC-AAI Startup', 'emailId': 'skmit@aai.aero', 'mobileNumber': '8076390900', 'landlineNumber': '01124647596', 'website': 'https://www.aai.aero', 'socialMediaAccountURL': None}]",[]
DIPP Ministry Of Commerce,GovernmentBody,India,Delhi,Delhi,Others,Others,,Department of Commerce,Ministry of Commerce & Industry,5bd06871e4b0aca4ee7fac77,XXXXXXX@gmail.com,0,c684cdd9-cdb0-4d25-af28-280242947241.png,"The Department of Industrial Policy & Promotion was established in 1995 andhas been reconstituted in the year 2000 with the merger of the Department ofIndustrial Development. DIPP also runs the Startup India Initiative.    Startup India is a flagship initiative of the Government of India, intended tobuild a strong ecosystem that is conducive for the growth of startupbusinesses, to drive sustainable economic growth and generate large scaleemployment opportunities. The Government through this initiative aims toempower startups to grow through innovation and design.          ",,,,"[{'firstName': 'DIPP', 'lastName': 'Startup India', 'designation': 'Organizer', 'emailId': 'dipp-startups@nic.in', 'mobileNumber': '1800115556', 'landlineNumber': '1800115565', 'website': None, 'socialMediaAccountURL': None}]",[]
Mohd Adil Ahsan,GovernmentBody,India,Uttar Pradesh,Noida,Finance Technology,Business Finance Microfinance,,Small Industries Development Bank of India (SIDBI),Public Sector Enterprise,5b99ef60e4b0c3d97c67aa12,XXXXXXX@gmail.com,0,,WWW.UDYAMIMITRA.IN,,,,"[{'firstName': 'Adil', 'lastName': 'Ahsan', 'designation': 'MANAGER', 'emailId': 'mdadil@sidbi.in', 'mobileNumber': '0000000000', 'landlineNumber': '01140078488', 'website': None, 'socialMediaAccountURL': None}]",[]
Startup Odisha,GovernmentBody,India,Odisha,Bhubaneswar,Marketing Aeronautics Aerospace & Defence AI Analytics Animation AR VR (Augmented + Virtual Reality) Architecture Interior Design Art & Photography Automotive Chemicals Telecommunication & Networking Computer Vision Construction Dating Matrimonial Design Education Non- Renewable Energy Renewable Energy Green Technology Enterprise Software Events Fashion Finance Technology Food & Beverages Technology Hardware Healthcare & Lifesciences Human Resources Internet of Things IT Services Media & Entertainment Nanotechnology Pets & Animals Professional & Commercial Services Real Estate Retail Other Specialty Retailers Robotics Safety Security Solutions House-Hold Services Social Impact Social Network Sports Textiles & Apparel Transportation & Storage Travel & Tourism Advertising Agriculture Others,"Sales Loyalty Discovery Branding Digital Marketing (SEO Automation) Market Research Others Drones Others Machine Learning NLP Others Business Intelligence Big Data Data Science Others Others Others Others Handicraft Art Photography Others Auto & Truck Manufacturers Auto, Truck & Motorcycle Parts Tires & Rubber Products Others Commodity Chemicals Agricultural Chemicals Specialty Chemicals Diversified Chemicals Others Wireless Integrated communication services Network Technology Solutions Others Others New-age Construction Technologies Construction Materials Construction & Engineering Construction Supplies & Fixtures Homebuilding Others Others Web Design Industrial Design Others E-learning Education Technology Skill Development Coaching Others Oil & Gas Exploration and Production Oil & Gas Drilling Oil Related Services and Equipment Oil & Gas Transportation Services Others Renewable Solar Energy Renewable Wind Energy Renewable Nuclear Energy Renewable Energy Solutions Others Waste Management Clean Tech Others Cloud ERP CXM SCM Customer Support Collaboration Location Based Enterprise Mobility Others Weddings Event Management Others Fashion Technology Lifestyle Apparel Fan Merchandise Jewellery Others Crowdfunding Mobile wallets  Payments Point of Sales Payment Platforms Trading Billing and Invoicing Personal Finance Insurance Advisory Business Finance P2P Lending Bitcoin and Blockchain Microfinance Foreign Exchange Accounting Others Restaurants Microbrewery Food Processing Others Embedded Semiconductor Electronics 3d printing Others Medical Devices Biomedical Health & Wellness Pharmaceutical Biotechnology Healthcare Services Healthcare IT Healthcare Technology Others Recruitment Jobs Training Skills Assessment Talent Management Internships Others Smart Home Manufacturing & Warehouse Wearables Others IT Consulting BPO KPO Web Development Product Development Application Development Testing IT Management Project Management Others Digital Media News Digital Media Video Digital Media Blogging Digital Media Publishing Digital Media Movies OOH Media Social Media Entertainment Others Others Others Environmental Services & Equipment Commercial Printing Services Employment Services Business Support Services Professional Information Services Business Support Supplies Others Housing Coworking Spaces Others Retail Technology Social Commerce Comparison Shopping Others Auto Vehicles, Parts & Service Retailers Home Improvement Products & Services Retailers Home Furnishings Retailers Computer & Electronics Retailers Others Robotics Technology Robotics Application Others Personal Security Others Cyber Security Home Security solutions Others Personal Care Laundry Baby Care Home Care Others NGO Others Others Fantasy Sports Sports Promotion and Networking Others Leather Textiles Goods Non- Leather Textiles Goods Apparel & Accessories Leather Footwear Non- Leather Footwear Others Freight & Logistics Services Passenger Transportation Services Transport Infrastructure Others Holiday Rentals Hotel Experiential Travel Ticketing Hospitality Facility Management Others AdTech Online Classified Others Dairy Farming Organic Agriculture Agri-Tech Food Processing Others Others",,Department of Industrial Policy & Promotion,Ministry of Commerce & Industry,5b9764b2e4b0c3d97c67a507,XXXXXXX@gmail.com,0,80c1b56b-ece0-48ae-97b3-4f2b6c8fcb3f.png,[Startup Odisha is a flagship initiative by Government of Odisha to create anenabling ecosystem to nurture Startups in the state. The initiative aims tofacilitate at least 1000 Startups in five years and emerge as one of the top 3Startup hubs in the country.](https://startupodisha.gov.in/)  ,,,,"[{'firstName': 'Prasanta', 'lastName': 'Biswal', 'designation': 'Evangelist', 'emailId': 'prasanta.biswal@startupodisha.gov.in', 'mobileNumber': '9692304060', 'landlineNumber': '06742586176', 'website': 'https://startupodisha.gov.in/', 'socialMediaAccountURL': None}]",[]
Smart Cities Expo under JDA,GovernmentBody,India,Delhi,New Delhi,AI Analytics AR VR (Augmented + Virtual Reality) Architecture Interior Design Automotive Telecommunication & Networking Construction Non- Renewable Energy Renewable Energy Green Technology Healthcare & Lifesciences Internet of Things Professional & Commercial Services Safety Security Solutions House-Hold Services Transportation & Storage Travel & Tourism Others,"Machine Learning NLP Others Business Intelligence Big Data Data Science Others Others Others Auto & Truck Manufacturers Auto, Truck & Motorcycle Parts Tires & Rubber Products Others Wireless Integrated communication services Network Technology Solutions Others New-age Construction Technologies Construction Materials Construction & Engineering Construction Supplies & Fixtures Homebuilding Others Oil & Gas Exploration and Production Oil & Gas Drilling Oil Related Services and Equipment Oil & Gas Transportation Services Others Renewable Solar Energy Renewable Wind Energy Renewable Nuclear Energy Renewable Energy Solutions Others Waste Management Clean Tech Others Medical Devices Biomedical Health & Wellness Pharmaceutical Biotechnology Healthcare Services Healthcare IT Healthcare Technology Others Smart Home Manufacturing & Warehouse Wearables Others Environmental Services & Equipment Commercial Printing Services Employment Services Business Support Services Professional Information Services Business Support Supplies Others Personal Security Others Cyber Security Home Security solutions Others Personal Care Laundry Baby Care Home Care Others Freight & Logistics Services Passenger Transportation Services Transport Infrastructure Others Holiday Rentals Hotel Experiential Travel Ticketing Hospitality Facility Management Others Others",,Directorate of Estates,Ministry of Urban Development,5b86903ae4b04236d355cd01,XXXXXXX@gmail.com,0,,Smart Cities Expo is being held in Jaipur and is organized under the aegis ofJaipur Development Authority.,,,,"[{'firstName': 'Ardhendu', 'lastName': 'Patnaik', 'designation': 'Organizer', 'emailId': 'nishant.malhotra@investindia.org.in', 'mobileNumber': '7702031111', 'landlineNumber': '1212121212', 'website': 'http://smartcityexpoindia.com/contact-us/', 'socialMediaAccountURL': None}]",[]
WE Hub,GovernmentBody,India,Telangana,Hyderabad,Construction Education Green Technology Finance Technology Food & Beverages Healthcare & Lifesciences IT Services Retail Social Impact,New-age Construction Technologies Construction Materials Construction & Engineering Construction Supplies & Fixtures Homebuilding Others E-learning Education Technology Skill Development Coaching Others Waste Management Clean Tech Others Advisory Business Finance Bitcoin and Blockchain Microfinance Others Restaurants Microbrewery Food Processing Others Medical Devices Biomedical Health & Wellness Pharmaceutical Biotechnology Healthcare Services Healthcare IT Healthcare Technology Others IT Consulting Web Development Product Development Application Development IT Management Project Management Others Retail Technology Others NGO Others,,Department of Electronics and Information Technology (DeitY),Ministry of Electronics and Information Technology,5b6f3091e4b05d9543345fc3,XXXXXXX@gmail.com,0,d8cc9117-6516-447e-90a0-5b107053bde1.png,"WE-HUB is India's first and only state led Incubator for women entrepreneurs -with the primary goal to promote and foster women entrepreneurship by way ofIncubation, Access to Government and Building a Collaborative ecosystem.Initiated as a response to the Global Entrepreneurship Summit (GES) in 2017,the inception of WE-HUB was announced on November 2017 under the Ministry ofIT, Electronics and Communications of the Government of Telangana.",,,,"[{'firstName': 'Ramya ', 'lastName': 'Madhavaram', 'designation': 'Partnership Manager', 'emailId': 'info-wehub@telangana.gov.in', 'mobileNumber': '9059264664', 'landlineNumber': '04023456395', 'website': 'http://wehub.telangana.gov.in', 'socialMediaAccountURL': None}]",[]
Monika Chauhan,GovernmentBody,India,Delhi,New Delhi,Events,Others,,Department of Commerce,Ministry of Commerce & Industry,5b61a327e4b070f8834269f1,XXXXXXX@gmail.com,0,6781d61c-a97c-4d63-969e-8914002ac0a1.JPG,"Indian Chamber of Commerce (ICC) has been working pro-actively towardscreating a conducive and sustainable environment to enable the social,industrial and economic growth of the country through policy advocacy andconsulting services to serve the nation. The Chamber organizes around 165conferences, summits, symposiums concerning various sectors of the economy andleads close to eighteen bi-lateral trade delegation across the world annually.",,,,"[{'firstName': 'Monika', 'lastName': 'Chauhan', 'designation': 'Program Officer', 'emailId': 'monika.chauhan@indianchamber.net', 'mobileNumber': '9891599775', 'landlineNumber': '01146101432', 'website': 'www.indianchamber.net', 'socialMediaAccountURL': None}]",[]
WEF Startup,GovernmentBody,India,Delhi,Delhi,AI Healthcare & Lifesciences Transportation & Storage Others,Machine Learning NLP Others Medical Devices Biomedical Pharmaceutical Healthcare Services Healthcare Technology Passenger Transportation Services Others,,Department of Industrial Policy & Promotion,Ministry of Commerce & Industry,5b602d9ee4b070f88342677f,XXXXXXX@gmail.com,0,4241995a-a31c-441d-a92e-633e814b549c.png,"Department of Industrial Policy & Promotion was established in the year 1995,and in the year 2000 Department of Industrial Development was merged with it.It is working under the Ministry of Commerce and Industry, Government ofIndia.This department is responsible for formulation and implementation ofpromotional and developmental measures for growth of the industrial sector,keeping in view the national priorities and socio-economic objectives.",,,,"[{'firstName': 'WEF', 'lastName': 'Startup', 'designation': 'Facilitator', 'emailId': 'startupwef@gmail.com', 'mobileNumber': '01124190333', 'landlineNumber': '01124190333', 'website': 'https://www.startupindiahub.org.in/content/sih/en/home-page.html', 'socialMediaAccountURL': None}]",[]
